,id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
38589410,9.609938980857752e+18,0,14103012,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d8965bdd,0153a639,1,0,18094,320,50,2060,3,39,100105,23
27042653,1.755927136793216e+19,0,14102723,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,59eb8013,49ea3580,1,0,15702,320,50,1722,0,35,100083,79
8883494,1.6456524968297247e+19,0,14102219,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,83b564b0,3bd9e8e7,1,0,15702,320,50,1722,0,35,-1,79
12077725,1.446436521931553e+19,0,14102315,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,634677b4,a11f1e37,be6db1d7,1,0,1038,320,50,178,3,1327,-1,15
22602064,6.366325368684034e+18,0,14102614,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3ffb7b9f,6afc734f,1,0,16208,320,50,1800,3,167,100081,23
32182341,1.5679719401486336e+19,0,14102822,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ff992727,be74e6fe,1,0,22815,320,50,2647,2,35,100148,23
24533996,1.1881440706734455e+19,0,14102706,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ba6e5f5b,be87996b,1,2,22676,320,50,2616,0,35,-1,51
25940169,1.0656591361340893e+19,1,14102716,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a95d9291,8a4875bd,1,0,15704,320,50,1722,0,35,-1,79
6127118,3.5519536392857856e+18,0,14102209,1005,0,85f751fd,c4e18dd6,50e219e0,7ff8c8b2,7801e8d9,0f2161f8,a9fd1bd8,621fb905,fce9cd60,1,2,21767,320,50,2506,0,35,-1,157
23957388,1.6613668623339397e+19,0,14102701,1002,0,85f751fd,c4e18dd6,50e219e0,4e02fbd3,7801e8d9,07d7df22,d221d043,59a7d672,180ba986,0,0,22672,320,50,2615,0,41,100111,70
17596166,6.173731813678947e+18,0,14102509,1005,0,8f51bf3a,9f448720,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,18b004ac,81892725,1,0,17239,320,50,1973,3,39,-1,23
2052018,7.790270031181435e+18,0,14102109,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,52f11909,8ce34352,1,0,21738,320,50,2502,0,35,100084,221
209492,4.35062965626868e+18,0,14102101,1005,0,85f751fd,c4e18dd6,50e219e0,53de0284,d9b5648e,0f2161f8,a99f214a,e1c5126a,2ea4f8ba,1,0,21611,320,50,2480,3,297,100111,61
25716136,9.250571280908562e+18,0,14102713,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,56ea7157,1f0bc64f,1,0,20108,320,50,2299,2,1327,-1,52
40332698,7.919868986773905e+18,1,14103022,1005,0,929d2171,aa785047,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f52e042f,d8337869,1,0,21278,320,50,2443,2,39,-1,23
6007810,1.5738457429906846e+19,0,14102209,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,1135c9ee,4b28baee,f07e20f8,4,2,15703,320,50,1722,0,35,-1,79
4627636,1.7121077518503168e+19,0,14102204,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8155a963,8a4875bd,1,0,21757,320,50,2502,0,35,100084,221
31245904,2.663273859702007e+18,0,14102817,1005,0,763aa9ad,4a32a328,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,876da6ed,8a4875bd,1,0,19776,320,50,2229,0,687,100031,48
35533493,8.197858454657764e+18,1,14102917,1005,1,85f751fd,c4e18dd6,50e219e0,95dbb929,d9b5648e,0f2161f8,a99f214a,8d488981,2ea4f8ba,1,0,20980,320,50,2371,0,559,100217,46
32474184,9.63885860596547e+18,0,14102900,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,a22d2004,7abbbd5c,1,0,19493,320,50,2229,0,687,100031,48
26818724,1.0685990796726645e+19,0,14102721,1010,1,85f751fd,c4e18dd6,50e219e0,b8875973,7801e8d9,0f2161f8,629bbc0d,846e0732,2b127119,5,2,20288,728,90,2325,3,801,-1,42
32264612,1.0109785813049713e+19,0,14102823,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0db162e4,a0f5f879,1,0,22681,320,50,2528,0,39,-1,221
33929730,2.255136491517852e+18,0,14102909,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,81fb767b,8a4875bd,1,0,23160,320,50,2667,0,35,100083,221
18750237,1.3336231851970769e+19,0,14102515,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3bb2b566,d787e91b,1,0,20108,320,50,2299,2,1327,-1,52
7299461,1.7037351340182434e+19,0,14102212,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4af5d4f2,a5bce124,1,0,21833,320,50,2522,0,35,100084,221
15125133,1.5628707378374269e+19,1,14102412,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,41d00483,dc15c87e,1,2,17262,320,50,1872,3,39,-1,23
23076776,1.1362002503777128e+19,1,14102617,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,2ad414ab,7eef184d,1,0,17654,300,250,1994,2,39,-1,33
39482608,4.714041990297347e+18,1,14103016,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,07a38e66,1f0bc64f,1,0,23161,320,50,2667,0,47,-1,221
39891555,1.0593162658699133e+19,0,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,d983a3dc,b7cac89a,5db079b5,1,2,23777,320,50,2725,3,1831,-1,171
2581910,7.66722453947785e+17,0,14102112,1005,0,85f751fd,c4e18dd6,50e219e0,75759a0b,b9528b13,0f2161f8,a99f214a,3f07e6ec,6bfbb32f,1,0,6616,320,50,576,2,35,100210,32
14391214,5.744208052270734e+18,0,14102407,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,50f42ca9,e1eae715,1,0,21189,320,50,2424,1,161,100189,71
19740158,4.992722284176793e+18,1,14102520,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,23c810e9,9efa421a,1,0,20093,300,250,2295,2,35,-1,23
19781822,1.2043046058712766e+19,0,14102521,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,0e635414,054c8edf,1,3,21191,320,50,2424,1,161,100193,71
4553462,1.0980295509031662e+19,0,14102204,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d440be66,4ea23a13,1,0,17037,320,50,1934,2,39,-1,16
36906224,7.590806498000541e+18,0,14103004,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,4875826e,8f1db0bc,1,2,23804,320,50,2726,3,803,-1,229
25123469,5.486557112838423e+18,0,14102709,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,67643a6d,ef726eae,1,0,17037,320,50,1934,2,39,-1,16
13508400,1.0098151164520327e+19,1,14102402,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,700f2cc0,a2b68652,260bcecc,1,0,22114,320,50,2547,2,35,-1,13
3544051,1.6200240543407325e+19,0,14102118,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,7c3b5eba,a3ebd953,5db079b5,1,2,1037,320,50,178,3,1327,100148,15
1537278,1.811460354946207e+19,0,14102107,1005,0,dc1e8b06,9d40d8b5,f66779e6,ecad2386,7801e8d9,07d7df22,a99f214a,fac534af,a8d2c4cf,1,0,19251,320,50,2201,3,35,-1,43
25310115,1.615927122509557e+19,0,14102711,1005,0,99682e73,0d2f20d2,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,2107dce1,a0f5f879,1,0,17239,320,50,1973,3,39,-1,23
24996284,8.312959900822297e+18,0,14102708,1005,0,b03fedc9,eb88a226,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8aad7371,76dc4769,1,0,8330,320,50,761,3,175,100075,23
35795577,8.27852572157411e+18,0,14102919,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,06450113,bd2651f1,1f0bc64f,1,0,4687,320,50,423,2,39,100148,32
23028698,7.259162192565523e+18,0,14102616,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,761f1594,e1eae715,1,3,21189,320,50,2424,1,161,100189,71
19462090,2.624915952905717e+18,0,14102518,1005,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,4236ec10,c7d1cb36,96a7c171,1,3,21803,320,50,2515,1,161,100189,71
22330496,3.696681823111624e+18,0,14102613,1005,0,06a0ac14,77c8e77d,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c64eed30,36b8f4c5,1,0,19771,320,50,2227,0,935,-1,48
24303410,4.842137597995218e+18,0,14102704,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,404b6918,1f0bc64f,1,0,17037,320,50,1934,2,39,100205,16
6756149,1.0733803694701525e+19,1,14102211,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d35c7ab1,1ccc7835,1,0,21769,320,50,2507,0,35,100176,157
6616124,5.33503326563986e+18,0,14102210,1005,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,58ad195e,aaffed8f,1,0,21767,320,50,2506,0,35,-1,157
21302779,1.1500820502265508e+19,0,14102609,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,aac6c3dc,496515fa,1,3,21189,320,50,2424,1,161,100193,71
15814684,6.183970637002947e+18,0,14102415,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cf99ebfe,fce66524,1,0,6563,320,50,572,2,39,-1,32
10950900,5.48577905494215e+18,0,14102308,1005,0,85f751fd,c4e18dd6,50e219e0,7c7508aa,885c7f3f,0f2161f8,a99f214a,bfcbab76,77ff7ad4,1,0,22025,320,50,2537,0,687,100031,48
24103132,1.1984840406445738e+19,0,14102703,1012,0,85f751fd,c4e18dd6,50e219e0,3692fd30,7801e8d9,07d7df22,a0a6632b,2093b4d2,aad45b01,1,0,19743,320,50,2264,3,427,100000,61
6634139,6.01651012765119e+17,0,14102210,1005,0,9a977531,a434fa42,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b978520e,fce66524,1,0,21767,320,50,2506,0,35,100076,157
3561387,1.8078716963076895e+19,0,14102118,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bdbb70c9,8571106b,1,0,19998,216,36,2281,3,47,100182,42
29941470,2.545047656138606e+18,0,14102813,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,14218aad,981edffc,1,2,23454,320,50,2688,1,33,100176,212
27398799,5.114304653388963e+18,0,14102802,1010,1,85f751fd,c4e18dd6,50e219e0,2815f500,7801e8d9,cef3e649,a32684dc,318d1986,36b67a2a,4,2,22920,320,50,2649,0,39,100194,204
7427746,5.643361669280048e+18,0,14102212,1005,1,0a742914,510bd839,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3d75b48d,be6db1d7,1,0,21153,320,50,2420,2,35,-1,69
21741685,1.2446131275359099e+19,1,14102611,1005,1,0a742914,510bd839,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,228b7e16,8a4875bd,1,0,22541,320,50,2601,2,167,100075,23
37752424,1.315506886436965e+19,0,14103009,1005,0,ac696ed4,c7dcd9d1,f66779e6,ecad2386,7801e8d9,07d7df22,a99f214a,ce62d4e2,c4cca47d,1,0,23642,320,50,2709,3,39,-1,23
16171587,1.359030511505856e+19,0,14102417,1005,1,92fa1eaf,060c1a43,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,cf8f8432,8b1aa260,1,0,15704,320,50,1722,0,35,-1,79
3813441,1.8054275775901698e+19,0,14102120,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,0ecba717,b2d8fbed,ef726eae,1,0,6991,320,50,613,2,39,100233,32
19727742,2.9830386366633196e+18,0,14102520,1005,0,41477778,4b23d058,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1f672ae2,8a4875bd,1,0,17239,320,50,1973,3,39,-1,23
18875818,5.475170164770856e+18,1,14102515,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,50804614,7abbbd5c,1,0,4687,320,50,423,2,39,100148,32
38222307,1.723919162068536e+18,0,14103011,1005,0,fec6e632,ace5b8fd,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,2be7b065,d6e0e6ff,1,0,23914,320,50,2741,0,163,-1,17
18898683,7.07621607699085e+18,0,14102515,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a6df415d,1f0bc64f,1,0,20108,320,50,2299,2,1327,-1,52
15293807,1.3871119440797723e+19,0,14102413,1005,0,ad5e6ff3,64e0e123,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,6c83c44a,0eb711ec,1,0,13781,320,50,1447,2,47,100075,13
21996360,1.3553430365944955e+19,0,14102612,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,6624c4ed,99a210ee,c144e605,4,0,15701,320,50,1722,0,35,-1,79
3865766,9.220823561075883e+18,0,14102120,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,fcfdaa0a,d727ae1a,7b7ca585,1,0,1038,320,50,178,3,1327,100148,15
5454843,4.099905611497353e+18,0,14102207,1005,0,85f751fd,c4e18dd6,50e219e0,1779deee,2347f47a,f95efa07,a99f214a,cead5f36,b3f4c8ce,1,0,21153,320,50,2420,2,35,100050,69
2109931,1.2264526842854636e+19,0,14102110,1005,0,2328ee8e,7804dea6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9b13a699,9bbdb88c,1,0,18314,320,50,2083,0,169,100156,111
24914187,1.6602475660310389e+19,0,14102708,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4194b94b,c34157bf,1,0,22554,320,50,1863,3,39,-1,23
33328522,1.8281082163108168e+19,0,14102906,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a0f7031a,be6db1d7,1,0,22681,320,50,2528,0,39,100077,221
8379003,6.900169698303095e+18,0,14102216,1005,1,0eb72673,d2f72222,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6ebba21a,eba9519f,1,0,17893,320,50,2039,2,39,100077,32
1436941,1.0143156640911028e+18,0,14102107,1005,0,26fa1946,e2a5dc06,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,47b22f7d,cdf6ea96,1,0,17239,320,50,1973,3,39,100148,23
7045414,6.533786327720244e+18,1,14102211,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af41c07d,76dc4769,1,0,4687,320,50,423,2,39,100148,32
21708780,1.0169648838603198e+19,1,14102611,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,76371b4c,1ebc7efd,1,0,20128,320,50,2303,2,39,-1,23
10511696,1.352879078452486e+19,0,14102306,1005,0,85f751fd,c4e18dd6,50e219e0,b9a513bf,d9b5648e,0f2161f8,a99f214a,9c379790,72a00661,1,0,21611,320,50,2480,3,297,100111,61
6812471,1.3143723814124999e+19,0,14102211,1005,0,85f751fd,c4e18dd6,50e219e0,de23f149,ae637522,0f2161f8,a99f214a,1a4ef708,981edffc,1,3,21818,320,50,2519,1,171,100191,71
22303218,1.8390711518287598e+19,0,14102613,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,31774496,1f0bc64f,1,0,17014,320,50,1872,3,39,-1,23
20850656,5.838474536646493e+18,0,14102606,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,12b6732a,4ceb2e0b,1,0,19772,320,50,2227,0,679,100079,48
2113363,1.2554433160456272e+19,0,14102110,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,918863b4,684581ce,1,0,4687,320,50,423,2,39,100148,32
13095523,4.417874045333202e+18,0,14102321,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,716b014f,a80eb5d7,1,0,20362,320,50,2333,0,39,-1,157
16303152,5.307108402364475e+18,0,14102417,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9e912643,8bfcd3c6,1,0,17263,320,50,1872,3,39,-1,23
7512391,9.08822083656743e+18,0,14102212,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,dfa1a59d,7abbbd5c,1,0,21768,320,50,2506,0,35,-1,157
24982712,6.938798881763073e+18,0,14102708,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,e9610677,f08e1653,dc15c87e,1,2,17016,320,50,1873,3,39,-1,23
1728231,1.6754039658746774e+19,0,14102108,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3ebafc04,8a4875bd,1,0,15702,320,50,1722,0,35,-1,79
9875995,1.7212701297181426e+19,0,14102303,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2f9322c7,36d749e5,1,0,21759,320,50,2502,0,39,-1,221
38598856,1.0221404463994786e+19,0,14103013,1005,1,57ef2c87,bd6d812f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,85a9f5ee,a17b4231,1,0,17893,320,50,2039,2,39,100077,32
29503056,1.4356790041098414e+19,0,14102812,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,53e1fe21,e1eae715,1,0,21189,320,50,2424,1,161,100193,71
32013646,1.4011199796269015e+19,0,14102821,1005,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,361b0f0c,b50d2bf4,1,0,23430,320,50,2683,1,163,-1,212
11636014,5.628929561928366e+17,0,14102312,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9c8438d3,81b42528,1,0,15706,320,50,1722,0,35,100083,79
2911756,4.760987869533379e+18,0,14102114,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,91a82e40,8a4875bd,1,0,16208,320,50,1800,3,167,100075,23
33089986,6.329849629417468e+18,0,14102904,1002,0,568d2f60,0e0564dd,50e219e0,ecad2386,7801e8d9,07d7df22,5e5a5991,e949f3fa,ff607a1a,0,0,6563,320,50,572,2,39,-1,32
38049077,4.0223080219618074e+17,1,14103010,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,1695ad77,1f0bc64f,1,2,23735,320,50,2676,0,299,100176,221
5709001,2.6088589194784544e+17,1,14102208,1008,5,85f751fd,c4e18dd6,50e219e0,77571dab,7801e8d9,07d7df22,d320bfa3,e5254d00,4478c0ea,1,0,21746,320,50,2504,3,41,100160,111
2966111,9.912545645793483e+18,0,14102114,1005,0,adc38581,f47b77d7,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,413b47d5,d4897fef,1,0,17239,320,50,1973,3,39,-1,23
36828164,3.851395973153904e+18,0,14103004,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,fb2e2655,c7d291a7,1,0,23804,320,50,2726,3,803,-1,229
8712615,1.8271274167970234e+19,0,14102218,1005,1,93de26ae,7d05db75,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,f5937c56,be74e6fe,1,0,6392,320,50,547,3,47,-1,23
24983782,7.044212041115635e+18,0,14102708,1002,0,e7a92cc6,7e1e7bdf,50e219e0,ecad2386,7801e8d9,07d7df22,028a3915,7d3b711f,373ecbe6,0,0,6563,320,50,572,2,39,-1,32
9112864,7.550914758512014e+18,0,14102220,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,62e2c8b2,5b211c0d,1,0,18093,320,50,2060,3,39,-1,23
19596766,1.6759996856487156e+19,0,14102519,1002,0,85f751fd,c4e18dd6,50e219e0,592b7bb2,7801e8d9,07d7df22,3fca6d58,e2d19eb4,1c0e80df,0,0,22183,320,50,2555,2,167,100200,23
29977934,3.9480372865476424e+18,1,14102813,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,59ac940d,1f0bc64f,1,0,23166,320,50,2668,0,35,-1,221
22730185,1.6140598398690986e+19,0,14102615,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,10007433,be6db1d7,1,0,21687,320,50,2495,2,167,100221,23
26850284,1.6279391285512569e+19,0,14102721,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,a8b3b1a6,d4897fef,1,0,4687,320,50,423,2,39,100148,32
3070394,3.139754773764358e+18,0,14102115,1010,1,85f751fd,c4e18dd6,50e219e0,eba6b806,7801e8d9,0f2161f8,327d78ad,4385d78e,f07e20f8,4,3,21790,320,50,2513,3,35,100050,68
23514898,9.881136046121984e+18,1,14102619,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c8597e8f,8a4875bd,1,0,20093,300,250,2295,2,35,100075,23
15845411,8.645876892644008e+18,0,14102415,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,b4210e25,aad45b01,1,0,20984,320,50,2371,0,551,100217,46
23360053,5.814382109945669e+18,0,14102618,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1b84664d,76dc4769,1,0,19950,320,50,1800,3,167,100081,23
29729725,1.100428531050859e+19,0,14102813,1005,0,85f751fd,c4e18dd6,50e219e0,e666b785,2347f47a,0f2161f8,002decf6,056ed482,5db079b5,1,2,23434,320,50,2683,1,163,-1,212
26419172,1.5934267537886113e+18,0,14102718,1005,0,85f751fd,c4e18dd6,50e219e0,c8e3e3c1,b5f3b24a,8ded1f7a,12952a2d,37fc2347,7594f139,1,0,22606,320,50,2609,3,167,100200,23
1693550,1.3954988304481055e+18,1,14102108,1002,0,bd595ea4,a46d4a53,50e219e0,ecad2386,7801e8d9,07d7df22,e7fd3d8f,9fe73056,911a3c09,0,0,4687,320,50,423,2,39,100148,32
1708447,1.5158967251034018e+19,0,14102108,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,95628ea5,5ec45883,1,0,19772,320,50,2227,0,687,100074,48
2723420,3.971000426654912e+18,0,14102113,1005,1,469fd1ad,11378a51,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,d725f996,8b1aa260,1,0,15706,320,50,1722,0,35,-1,79
22589643,5.483539759977841e+18,0,14102614,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f9d6a875,83cd1c10,1,0,22532,320,50,2600,3,39,-1,23
26273025,4.766720925246142e+18,0,14102717,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,71c93712,981edffc,1,3,21189,320,50,2424,1,161,100189,71
19124636,7.928009955295604e+18,0,14102516,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d59e6b5e,8a4875bd,1,0,15708,320,50,1722,0,35,-1,79
1902452,1.362724015978984e+19,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,c8e3e3c1,b5f3b24a,8ded1f7a,09ecc3b0,3561a541,f3049821,1,0,21665,320,50,2493,3,35,-1,117
24663275,7.710898740281364e+18,0,14102706,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9baadef4,1aa0e912,1,0,22676,320,50,2616,0,35,-1,51
23529065,1.2177344036016667e+19,1,14102620,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,51cc26b0,fbec56bc,1,0,15703,320,50,1722,0,35,-1,79
35577555,1.336440933961035e+19,0,14102918,1005,0,e3c09f3a,d262cf1e,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2c4bf0dc,5ee4eeec,1,0,20072,320,50,2291,3,35,100194,43
29337811,3.997838598869879e+18,0,14102811,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6ac7caf2,a5bce124,1,0,20108,320,50,2299,2,1327,100084,52
17204358,1.397475786783674e+19,0,14102507,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,285aa37d,f60c2fd3,1,0,22288,320,50,2572,3,297,100156,42
37960837,1.3833773424843911e+19,0,14103010,1005,0,85f751fd,c4e18dd6,50e219e0,f53417e1,0e8616ad,0f2161f8,a99f214a,f93a6a63,be87996b,1,2,23866,320,50,2736,3,33,100171,246
8698779,1.7173034761773267e+19,1,14102218,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,4c4ca332,57b3c6c3,1,0,20633,320,50,2374,3,39,-1,23
16337539,7.497581792922301e+17,0,14102417,1005,0,85f751fd,c4e18dd6,50e219e0,b80746a0,2347f47a,8ded1f7a,c1d78d44,1d686f6a,8a4875bd,1,3,15706,320,50,1722,0,35,-1,79
1481275,1.3658948986674784e+19,0,14102107,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,164ea146,8a4875bd,1,0,15705,320,50,1722,0,35,-1,79
17110759,8.663929643272344e+16,0,14102505,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0c0b3515,e12e75cd,1,0,21153,320,50,2420,2,35,-1,69
1299024,1.717734416653742e+18,0,14102106,1005,1,450d6400,bea33b9a,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,4438a443,6ac9eb05,1,0,21664,320,50,2492,3,35,100079,43
38348437,1.0135039864288756e+19,0,14103012,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,afba752a,947f5ef6,1,0,19771,320,50,2227,0,935,-1,48
17252192,3.2039221686930007e+18,0,14102507,1005,0,9d5dba0f,964a3bd1,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,515f9cbe,c17850cf,1,0,19771,320,50,2227,0,679,100075,48
